id,phId,name,tagline,description,thumbnailUrl,launchDate,upvotes,score,speedScore,marketScore,pmfScore,networkScore,growthScore,uncertaintyScore,scoreExplanation,createdAt,updatedAt
d3c869a2-f25e-4ef4-a383-62b3f4e770f9,1073965,Test Your Compatibility,Love Compatibility Test Calculator by Date of Birth,Test your love compatibility with our free love calculator. Enter two names and discover your compatibility percentage instantly.,https://ph-files.imgix.net/2d767c4d-2c7b-4d73-907c-204dea89df9c.png?auto=format,2026-02-16T08:01:00Z,0,5.2,7,9,7,1,4,3,"While tapping into a huge market with clear PMF and supporting rapid deployment, the product's lack of network effects, strong differentiation, and high competition severely limit its hyper-growth potential and increase business risk in a commoditized space.",2026-02-16T08:39:28.741Z,2026-02-16T08:39:28.741Z
2cf42512-a44c-4f41-993b-e2cf9409d050,1078760,Webnity X,"Premium Framer Agency for B2B, SaaS & Startups & SMEs","Specializing in the development, relaunch, and optimization of Framer websites. We turn untapped potential into measurable conversions for B2B SaaS, startups, and ambitious SMEs.",https://ph-files.imgix.net/329acd3e-0093-48c7-95c3-d23937d6be9e.png?auto=format,2026-02-13T08:01:00Z,0,4.5,4,7,8,1,3,4,"While Webnity X has strong Product-Market Fit and targets a large customer segment for Framer websites, its agency model inherently limits blitzscaling potential due to challenges in hyper-growth, network effects, and achieving speed over efficiency.",2026-02-13T22:27:07.139Z,2026-02-13T22:27:07.139Z
63fa56a2-572b-4004-bc12-042aadeb563a,1072231,Multitui,"Sandbox claude code, codex, or any TUI on macOS","Multitui is a macOS app factory that generates individual terminal apps for TUI programs, with optional sandbox. Create dedicated native apps for claude code, codex, gemini, lazygit, harlequin, or any TUI.",https://ph-files.imgix.net/b4f03262-7855-468f-aa58-bb3f9e622145.png?auto=format,2026-02-04T08:01:00Z,105,5,7,3,8,1,2,7,"Multitui efficiently addresses a strong niche pain point for TUI users on macOS but lacks the vast market, network effects, or hyper-growth potential required for true Blitzscaling.",2026-02-04T22:01:42.980Z,2026-02-04T22:01:42.980Z
9a582265-9769-45a9-93c4-1fa93268a949,1059612,Dokably,"Docs, tasks, whiteboards, and projects in one calm workspace","Dokably brings docs, whiteboards, notes, tasks, and wikis together in one AI-powered workspace. Your team’s data stays connected, organized, and always up to date - without the constant context switching.",https://ph-files.imgix.net/71806cc6-f0b9-47e5-b736-2585fc5845c4.png?auto=format,2026-02-11T08:01:00Z,16,8,8,10,8,9,8,7,"Dokably targets a massive market with inherent network effects and high growth potential by addressing a clear pain point, but faces significant competition and execution risks in delivering its ambitious all-in-one AI-powered solution.",2026-02-11T08:40:48.615Z,2026-02-11T08:40:48.615Z
e66b75a7-427c-44c4-acdc-1b88a7883a41,1070309,OpenSheet, Turn raw CSV and JSON into an interactive data canvas,A modern spreadsheet and data exploration tool. Analyze and transform your data with ease.,https://ph-files.imgix.net/2ddc4eda-7c72-46ca-b98d-2d05f8afc5c5.png?auto=format,2026-02-04T08:01:00Z,76,7,7,10,8,3,8,5,"OpenSheet targets a massive market with a strong potential PMF for handling raw data, though its current description lacks clear indicators of strong network effects and detailed risk management strategies beyond a typical product launch.",2026-02-04T22:01:59.570Z,2026-02-04T22:01:59.570Z
c57265a9-b674-4c35-8031-03c4a9c89276,1073960,Nickname Finder,Best Nickname Finder,"Find the perfect nickname with our nickname finder. Generate cute, funny, and creative nicknames for friends, partners, and loved ones.",https://ph-files.imgix.net/2d767c4d-2c7b-4d73-907c-204dea89df9c.png?auto=format,2026-02-11T08:01:00Z,0,3,8,3,2,1,2,7,"While demonstrating good speed and initial risk management for a simple launch, Nickname Finder lacks the massive market, strong PMF, network effects, and inherent hyper-growth potential essential for true blitzscaling.",2026-02-11T12:55:32.537Z,2026-02-11T12:55:32.537Z
35dece81-aeb5-40dd-8ac3-9997acb178d4,1072560,CraftMyCV,ATS AI CV Maker ,"Looking to launch or scale a CV builder business fast? This AI-powered CV Builder is a ready-to-sell platform built for revenue, not experiments. Create and manage professional ATS-friendly templates, control pricing, accept Paypal payments, and deliver A4-perfect CVs with live preview. OpenAI drives all AI features, not platform credits. Secure, scalable, and built for real users. Launch your CV business today.",https://ph-files.imgix.net/71cb0895-85e8-43c7-8d05-728827e249a1.png?auto=format,2026-02-04T08:01:00Z,1,5,7,5,6,1,7,6,"CraftMyCV offers a technically scalable platform enabling rapid deployment for its customers, but the direct market size for this specific B2B white-label solution is niche and it lacks inherent network effects.",2026-02-04T22:04:40.944Z,2026-02-04T22:04:40.944Z
ac6a4434-2144-4227-8953-4d1f3ef98c85,1058331,PERFORMACY ACADEMY,PCA,PERFORMACY ACADEMY,https://ph-files.imgix.net/9f764edf-e26c-47da-a63e-311d7f22d565.jpeg?auto=format,2026-02-04T08:01:00Z,3,2,2,5,1,1,2,1,"The launch provides insufficient detail to assess Blitzscaling principles effectively, resulting in low scores across most criteria due to a lack of evidence for market fit, network effects, hyper-growth potential, or strategic risk management beyond the broad online education category.",2026-02-04T22:03:36.840Z,2026-02-04T22:03:36.840Z
93c9d6dd-8b2c-4237-9167-baa962e383ab,1072245,Venturio,Get honest feedback before you build your startup idea,"Validate your startup idea before building. AI-powered analysis reveals market demand, competition, risks & financial projections in minutes. First report free. Save $50K+ in failed startup costs.",https://ph-files.imgix.net/c8a65512-5d61-4068-85d8-cb09aee7a59b.png?auto=format,2026-02-04T08:01:00Z,4,7,8,9,8,4,9,6,"Venturio leverages speed and AI for hyper-growth potential in a massive market with strong PMF, though it lacks clear network effects and faces inherent risks regarding AI accuracy and trust.",2026-02-04T22:02:31.429Z,2026-02-04T22:02:31.429Z
6fb4ead4-537f-47c8-a0c8-b241b33eca1f,1072144,Scribeist V2,Write without switching tools,"Scribeist has evolved from a blog and research tool into a complete writing platform. We've added two new workspaces: Novel (with character tracking, timelines, and world-building for writers) and General (distraction-free notes). The original Blog workspace now includes enhanced SEO tools and readability metrics. All three workspaces feature project-specific organizational tools, research tools and optional AI writing assistance that is made to understand your selected workspace.",https://ph-files.imgix.net/88860225-4b6e-44dd-b1c8-a49512daa1b0.jpeg?auto=format,2026-02-04T08:01:00Z,124,7,8,9,8,2,7,8,"Scribeist V2 demonstrates strong market potential and PMF with its comprehensive feature set and AI integration, indicating good growth and risk management, though it currently lacks clear network effects.",2026-02-04T22:00:26.574Z,2026-02-04T22:00:26.574Z
718b0060-a839-43f7-92ac-606866069b36,1074112,Talk2Post,"Speak your idea, get a viral LinkedIn post instantly","Talk2Post turns your spoken thoughts into polished LinkedIn posts using AI. 🎤 Speak naturally - no writing anxiety ✨ AI transforms your voice into engaging content 🎯 Multiple tones: professional, casual, thought-leader ⚡ Seconds from idea to post Perfect for busy founders and professionals who want LinkedIn engagement without staring at blank screens. We're validating demand before launch. Join the waitlist!",https://ph-files.imgix.net/82e0f3a0-f422-4fc3-a526-e0731ad0d34b.png?auto=format,2026-02-07T08:01:00Z,9,8,9,9,8,3,9,9,"Talk2Post exhibits strong Blitzscaling potential due to its pre-launch validation, massive target market, and direct solution to content creation challenges, despite lacking strong inherent network effects.",2026-02-07T20:19:55.062Z,2026-02-07T20:19:55.062Z
08a2da02-80be-4686-a6d2-7df1fbeffbc1,1073998,Luvreply,AI-powered replies that sound exactly like you on X. ,"Grow your X (Twitter) presence on autopilot with AI-powered replies that match your voice. Set up once, engage 24/7.",https://ph-files.imgix.net/b8d826e8-646f-4f41-a227-76ba8c17070f.jpeg?auto=format,2026-02-06T08:01:00Z,1,8,8,9,8,7,9,5,"Luvreply demonstrates strong potential for hyper-growth driven by a vast market, clear PMF, and data network effects, but faces considerable risks tied to platform dependency and AI reliability that require careful navigation.",2026-02-07T02:03:20.242Z,2026-02-07T02:03:20.242Z
e419b87e-4e59-447c-a6e5-a93f19804043,1075416,Inspector,Figma for Claude Code,"Inspector is a visual editor that connects to your favorite AI agent (Claude Code, Codex, Cursor). Click on an element in your UI, tweak it visually, and Inspector writes the change to your codebase. No more design handoff, just push to the repo.",https://ph-files.imgix.net/77a28389-b670-4d62-be9a-7d08cfcefbed.png?auto=format,2026-02-08T08:01:00Z,85,7,8,9,8,6,8,5,"The product demonstrates strong potential for PMF and hyper-growth in a massive market by solving a critical developer pain point, though it faces significant technological and market risks in the evolving AI code generation space.",2026-02-08T09:24:45.336Z,2026-02-08T09:24:45.336Z
d02ed9df-ed0b-4629-8497-998cc010534c,1076713,Human Should Decide Button,A one-button website that records a single human action.,"Only press if you believe a human should decide. Most products optimize for engagement, efficiency, or outcomes. This one doesn’t. It consists of a single button whose only function is to record that a human chose to press it. There are no accounts, rewards, or actions beyond that. A short daily observation is shown to reflect how the button is being used. This project exists to prove that a single human action still matters, even when it does nothing.",https://ph-files.imgix.net/c96606e5-2a8c-4875-9116-68cce1bbce7f.png?auto=format,2026-02-13T08:01:00Z,3,3.7,9.5,0.5,1.5,1,0.5,9,"While the product brilliantly leverages speed and minimal risk for its conceptual purpose, its inherent design lacks the market potential, network effects, and growth mechanisms critical for successful Blitzscaling.",2026-02-13T17:36:21.680Z,2026-02-13T17:36:21.680Z
3fe2df1a-95db-4a08-9659-169b7f6f72e3,1075451,PicQR,AirDrop for everyone. Just a QR.,"PicQR lets you share files instantly using a QR code. No apps, no installs, works on any device. Create a QR, scan it, and download files in seconds. Perfect for photos, events, and quick sharing.",https://ph-files.imgix.net/c82b1da6-41c0-4920-bf4c-1a643a8bbad1.png?auto=format,2026-02-11T08:01:00Z,0,6,8,7,8,2,8,5,"PicQR demonstrates strong potential for rapid adoption due to its low-friction solution to a common file-sharing problem, but weak network effects and unaddressed security concerns temper its blitzscaling potential.",2026-02-11T20:32:38.611Z,2026-02-11T20:32:38.611Z
4fb5dd3f-aaa1-4f82-bd04-c06e8d4ee336,1075045,Gravity DMG,"Sign, notarize, & design DMG packages for your macOS apps","Build beautiful, notarized DMGs in seconds. Gravity DMG is the all-in-one tool to sign, notarize, and package macOS apps with professional elegance. Stop fighting complex command-line tools like notarytool and hdiutil. The Autopilot Workflow: ✦ Visual Styling: Curated layout presets ✦ One-Click Notarization: Native Apple API ✦ Secure & Local: System Keychain integration",https://ph-files.imgix.net/087933f9-e7ed-48d6-a200-e2122b33433c.jpeg?auto=format,2026-02-07T08:01:00Z,68,6,9,5,9,1,3,7,"Gravity DMG demonstrates strong Product-Market Fit and a focus on speed for a clear developer pain point, but its potential for blitzscaling is tempered by a lack of inherent network effects and a niche market size.",2026-02-07T14:21:11.660Z,2026-02-07T14:21:11.660Z
1304d6e5-608f-43aa-b445-5b871133a88c,1075099,Why Legacy Migrations Stall,Assess legacy migration risks before you start,"Legacy migrations rarely fail loudly — they quietly stall under delivery pressure, shifting ownership, and competing priorities. This short checklist helps engineering teams surface risks early, ask the right questions, and avoid common migration traps before they compound. No frameworks. No hype. Just practical delivery insight shaped by real-world experience.",https://ph-files.imgix.net/7842f4d6-b1d7-44a5-bb67-3b70ab05272b.png?auto=format,2026-02-10T08:01:00Z,1,6.7,9,7,8,1,6,9,"This launch demonstrates strong PMF and excellent risk management via a rapid, practical solution to a widespread problem, though its standalone checklist format inherently limits direct network effects and hyper-growth monetization potential without a broader strategy.",2026-02-10T08:45:02.130Z,2026-02-10T08:45:02.130Z
0e7fcfa4-590a-4e45-a652-3a99cc62ce02,1075682,WitWeb,Where perspectives meet,"Wit-Web lets people start threads, declare their stance, and debate with live voting and awards. A organized and useful way to have a proper debate online",https://ph-files.imgix.net/9870c7ba-c48d-448f-86c3-224a358a876c.png?auto=format,2026-02-08T08:01:00Z,3,7.3,7,9,6,9,8,5,"WitWeb presents a compelling concept for structured online debate with huge market and network effect potential, but its product-market fit, retention, and the ability to mitigate inherent risks of a social platform are still unproven.",2026-02-08T22:20:35.491Z,2026-02-08T22:20:35.491Z
008432a1-9a2d-46c0-a5c3-238ea48ce78a,1079346,SlickyBrain,Your entire life organized and connected in Notion,"SlickyBrain is a complete life operating system inside Notion. It connects your goals, projects, tasks, ideas and knowledge into one clean, aligned system so you stop juggling tools and start compounding progress.",https://ph-files.imgix.net/e24533eb-c7f1-4057-8a10-881190e3631e.png?auto=format,2026-02-15T08:01:00Z,4,7,8,9,8,2,8,7,"SlickyBrain exhibits strong blitzscaling potential due to its leverage of Notion for speed, huge market, and hyper-growth potential with low marginal costs, though it lacks inherent network effects and its risk management is largely implied by platform choice.",2026-02-16T06:02:35.014Z,2026-02-16T06:02:35.014Z
67b3cdf3-e6cc-4b83-a85b-2fdde66b2581,1074109,Chores,Turn household chores into shared wins,"Chores 2 introduces a complete redesign with a clean, modern interface built for the latest iOS. Enjoy an all-new onboarding flow, powerful recurrence options (like bi-weekly chores on specific days), and flexible individual or group rewards to boost motivation. Weekly household summary emails show what was completed and what’s coming up, while many under-the-hood improvements make everything faster, smoother, and more reliable.",https://ph-files.imgix.net/9e60c9fe-672e-4bf6-858c-ca66139af8af.png?auto=format,2026-02-09T08:01:00Z,21,7,6,9,8,4,6,7,"Chores addresses a massive, universal problem with strong product-market fit and thoughtful improvements, but its network effects are primarily internal to households, limiting its potential for external, exponential hyper-growth.",2026-02-10T04:28:44.945Z,2026-02-10T04:28:44.945Z
6bd8e744-8aa1-414a-9263-1d5080eae653,1072515,Find My ADU,The world's only rental marketplace for ADUs,"Designed for both renters and owners, Find My ADU streamlines the process of listing and finding ADUs with a simple, seamless, and hassle-free experience.",https://ph-files.imgix.net/afb425ab-8318-49b7-8f50-5e0e3a1d82ca.png?auto=format,2026-02-07T08:01:00Z,2,8.2,9,8,8,9,8,7,"This launch exhibits strong blitzscaling potential by targeting a rapidly growing niche with inherent network effects and a first-mover advantage, positioning it for hyper-growth despite the inherent uncertainties of an evolving market.",2026-02-07T22:19:35.152Z,2026-02-07T22:19:35.152Z
24d03547-5999-4a8c-927d-df65243935fe,1072520,AI Knowledge Exchange Platform,AIS to share knowledge and build collective intelligence,"Platform for AI assistants to share knowledge, track performance, and build collective intelligence. Built by AIs, for AIs. Features: - Knowledge sharing between AI agents - Decision logging and analytics - Performance tracking - AI-to-AI messaging - Collective intelligence building Install: pip install aifai-client GitHub: https://github.com/Analytical-Insider-LLC/Analytical-Fire",https://ph-files.imgix.net/15fe860d-e1d0-481f-90b0-1a325a38913d.png?auto=format,2026-02-04T08:01:00Z,1,8,8,9,7,9,8,6,"The platform exhibits strong potential for network effects and hyper-growth within a huge, yet uncertain, AI agent market by prioritizing speed and addressing a future need, although current PMF for a platform solution remains to be fully proven.",2026-02-04T22:04:51.104Z,2026-02-04T22:04:51.104Z
87132b38-794e-48fa-a229-2708efc8a191,1074905,Number Ninjas for iOS,An Addictive Way to Learn Math And Train Your Brain,Number Ninjas turns mental math into an addictive survival puzzle. We’ve replaced boring drills with satisfying tile-sliding mechanics where you merge numbers to hit target sums and clear the board. This launch includes: • All 300+ hand-crafted Campaign levels • The debut of Endless Survival Mode • Daily Challenges & Global Leaderboards We built this to prove that sharpening your calculation speed can actually be fun. We’d love your feedback on the gameplay flow!,https://ph-files.imgix.net/71ce2365-c531-4569-ae85-23c18bb98b3a.png?auto=format,2026-02-06T08:01:00Z,0,7,7,10,8,3,7,8,"Number Ninjas shows strong potential in a huge market by making math fun and is actively seeking feedback, but currently lacks significant built-in network effects to drive true blitzscaling.",2026-02-07T06:35:09.542Z,2026-02-07T06:35:09.542Z
c49d03e8-1e4f-4a94-b35c-e0294a440ea2,1079342,CatchUrls,"Drag, click, and bulk-collect links — export anywhere","CatchUrls is a free Chrome extension that lets you bulk-collect links from any webpage in seconds. Drag to select an area or hold Alt/Ctrl and click links one by one. URLs are auto-copied and exportable as Markdown, JSON, HTML, or plain text. Features include regex and CSS-selector pattern matching, keyword filtering, session history, bulk tab opening with custom delay, a stats dashboard, and fully configurable hotkeys. Perfect for researchers, marketers, and developers who work with links daily",https://ph-files.imgix.net/b6ab016c-3677-4126-8fb9-52e0f1cf0199.png?auto=format,2026-02-15T08:01:00Z,2,5.7,6,8,9,1,5,5,"CatchUrls has strong product-market fit and huge market potential as a free utility, but its lack of inherent network effects and unclear strategy for managing hyper-growth uncertainty significantly limit its true blitzscaling potential.",2026-02-16T01:29:38.119Z,2026-02-16T01:29:38.119Z
02cc9a82-da50-495d-a2e3-aa316754f216,1078420,Graph Plotter ,Plot equations using the Graph Plotter by Ease Tools,"Plot equations instantly using the Graph Plotter by Ease Tools. Visualize linear, quadratic, trigonometric, and exponential functions online.",https://ph-files.imgix.net/7fa72777-22dc-418a-b1ce-46690caa7ea9.png?auto=format,2026-02-13T08:01:00Z,0,4.5,5,9,6,1,2,4,"While targeting a huge market with a clear need, Graph Plotter appears to be a generic utility lacking differentiation, network effects, or inherent hyper-growth potential, making it a poor fit for blitzscaling principles.",2026-02-14T07:30:33.562Z,2026-02-14T07:30:33.562Z
06402ca7-8987-4e7d-9ba6-3b72633ae1ab,1071673,NKEMBA,AI that explains government letters and writes your reply,"Nkemba helps people understand official and government letters in plain language and generates the exact formal reply they need to send. Most people ignore letters from tax authorities, courts, banks, or public institutions because they don’t understand them. Nkemba removes that barrier. Paste the letter, get a clear explanation, see deadlines, and generate a ready-to-send reply.",https://ph-files.imgix.net/67d0824a-2a36-4ae7-9fa3-79b9949c9d8b.png?auto=format,2026-02-12T08:01:00Z,0,7,7,9,9,6,9,4,"NKEMBA demonstrates strong product-market fit in a massive market with hyper-growth potential through AI, but faces significant risks around AI accuracy, legal liability, and data privacy that are not addressed in the description.",2026-02-12T11:35:33.649Z,2026-02-12T11:35:33.649Z
62db4502-8568-436f-929f-13e2f7cacdb3,1067260,Webflow AI site builder,Turn a prompt into a production-ready site with Webflow,"Turn a simple prompt into a multi-page, production-ready website with Webflow’s AI site builder. Start with structure, styles, and animations, then continue building seamlessly in Webflow. It’s a faster start on a foundation built to scale.",https://ph-files.imgix.net/f6dcab85-5195-4a2b-ae33-7fee00608298.png?auto=format,2026-02-05T08:01:00Z,187,8,8,9,9,6,9,7,"Webflow AI site builder demonstrates strong blitzscaling potential due to its massive market, excellent product-market fit, and hyper-growth potential, leveraging Webflow's established brand to quickly capture the rapidly evolving AI-powered web design market, despite moderate direct network effects and inherent AI risks.",2026-02-06T05:12:53.992Z,2026-02-06T05:12:53.992Z
99253d65-ac63-4f73-bed4-839fc0faabc4,1076993,PdfFree Online,All-in-One Free PDF Tools. Edit Convert & Secure PDFs Online,"PDFfree.online is a powerful all-in-one PDF tools platform that lets you edit, create, convert, and manage PDFs online for free. Easily edit PDFs, merge or split files, compress PDFs, convert PDF to Word, image, text, HTML, or create PDFs from text and images. Add watermarks, page numbers, rotate, flatten, lock or unlock PDFs, extract images, repair corrupted files, delete pages, and convert PDFs to grayscale. No login, no watermark, fast, secure, and works on all devices.",https://ph-files.imgix.net/9b249480-0950-441f-ab0d-2812e42df69f.svg?auto=format,2026-02-11T08:01:00Z,0,7,8,9,8,2,8,6,"The product demonstrates strong market potential, good PMF, and high initial growth potential due to its free, comprehensive, and accessible offering, but lacks clear network effects and a stated monetization strategy, making its long-term blitzscaling sustainability uncertain.",2026-02-11T23:26:36.665Z,2026-02-11T23:26:36.665Z
36e1bfee-626d-4e03-a426-ee10a4dd716f,1075126,Natural'sace,Boutique en ligne axée bio et zéro déchet,"Retrouvez tous nos produits, allant d'une belle sélection de cosmétiques naturels fabriqués en Alsace aux classiques du zéro déchet.",https://ph-files.imgix.net/aacd7373-7322-4023-8ee2-49f47191aaf3.jpeg?auto=format,2026-02-07T08:01:00Z,2,5,4,7,8,1,5,5,"Natural'sace targets a strong niche with good product-market fit and market potential, but its e-commerce model lacks inherent network effects and doesn't fully align with the extreme speed, hyper-growth, or high-risk tolerance central to blitzscaling.",2026-02-07T22:19:22.965Z,2026-02-07T22:19:22.965Z
346191d7-9b07-4efc-b58a-b2c0a963ea8e,1072549,spacecake,Run Claude Code agents in terminal with a visual editor,"Terminals are great for running agents, but terrible for editing markdown. spacecake is an open-source desktop app that supercharges Claude Code with a Notion-style markdown editor and integrated Ghostty terminal. The status bar shows your context window and usage cost ($) in real time, while the tasks panel gives you a live view of what agents are doing and what’s coming next.",https://ph-files.imgix.net/e5c681d9-c9dd-440b-9fb0-1f67552db64b.jpeg?auto=format,2026-02-04T08:01:00Z,66,6.5,7,7,9,3,7,6,"Focusing on a critical developer pain point with strong PMF, spacecake has potential but its specific 'Claude Code' niche and lack of inherent network effects may temper its blitzscaling trajectory.",2026-02-04T22:02:18.564Z,2026-02-04T22:02:18.564Z
